timestamp,open,high,low,close,volume
2024-01-01 00:00:00,45192.42,45498.4,44886.44,45192.42,3247
2024-01-01 00:05:00,45192.42,45325.55,44755.52,44888.66,4000
2024-01-01 00:10:00,44888.66,44909.94,44438.55,44459.83,2822
2024-01-01 00:15:00,44459.83,46157.89,44383.21,46081.27,2311
2024-01-01 00:20:00,46081.27,46108.92,45451.19,45478.84,4661
2024-01-01 00:25:00,45478.84,45842.71,45195.96,45559.83,4655
2024-01-01 00:30:00,45559.83,45735.72,45355.45,45531.34,2678
2024-01-01 00:35:00,45531.34,45692.35,44582.62,44743.64,2102
2024-01-01 00:40:00,44743.64,44968.86,44642.21,44867.44,4846
2024-01-01 00:45:00,44867.44,45551.9,44815.14,45499.6,2971
2024-01-01 00:50:00,45499.6,45855.61,45055.5,45411.5,1157
2024-01-01 00:55:00,45411.5,45811.11,45368.24,45767.86,2502
2024-01-01 01:00:00,45767.86,45887.42,45319.09,45438.65,3701
2024-01-01 01:05:00,45438.65,46042.25,45317.36,45920.97,1065
2024-01-01 01:10:00,45920.97,46217.82,44952.53,45249.38,2946
2024-01-01 01:15:00,45249.38,45576.85,45239.89,45567.36,2897
2024-01-01 01:20:00,45567.36,45953.66,45433.65,45819.95,3976
2024-01-01 01:25:00,45819.95,45939.01,45184.71,45303.77,3308
2024-01-01 01:30:00,45303.77,45456.27,44951.14,45103.64,1467
2024-01-01 01:35:00,45103.64,45411.7,44791.45,45099.5,1603
2024-01-01 01:40:00,45099.5,45848.63,44740.01,45489.13,2746
2024-01-01 01:45:00,45489.13,46101.94,45369.67,45982.47,2516
2024-01-01 01:50:00,45982.47,46278.24,45768.38,46064.15,4290
2024-01-01 01:55:00,46064.15,46223.13,45871.81,46030.79,3419
2024-01-01 02:00:00,46030.79,46358.83,45742.63,46070.67,2349
2024-01-01 02:05:00,46070.67,46291.96,44935.27,45156.57,4133
2024-01-01 02:10:00,45156.57,46222.16,44790.43,45856.02,3842
