timestamp,open,high,low,close,volume
2024-01-01 00:00:00,2000.0,2015.76,1984.24,2000.0,1347
2024-01-01 00:05:00,2000.0,2005.66,1973.67,1979.33,2716
2024-01-01 00:10:00,1979.33,2005.04,1964.64,1990.35,2020
2024-01-01 00:15:00,1990.35,2002.64,1986.27,1998.56,3063
2024-01-01 00:20:00,1998.56,2015.62,1994.98,2012.04,4615
2024-01-01 00:25:00,2012.04,2021.37,1997.55,2006.88,3307
2024-01-01 00:30:00,2006.88,2011.41,1984.47,1988.99,2460
2024-01-01 00:35:00,1988.99,1999.94,1969.46,1980.41,2968
2024-01-01 00:40:00,1980.41,1992.85,1971.54,1983.99,4561
2024-01-01 00:45:00,1983.99,1993.69,1973.46,1983.16,4060
2024-01-01 00:50:00,1983.16,1994.49,1980.22,1991.55,2460
2024-01-01 00:55:00,1991.55,1994.18,1960.62,1963.25,2640
2024-01-01 01:00:00,1963.25,1964.66,1944.89,1946.31,2061
2024-01-01 01:05:00,1946.31,1947.82,1945.81,1947.32,1358
2024-01-01 01:10:00,1947.32,1952.34,1932.26,1937.27,3977
2024-01-01 01:15:00,1937.27,1939.58,1922.55,1924.85,1119
2024-01-01 01:20:00,1924.85,1925.57,1909.06,1909.78,4641
2024-01-01 01:25:00,1909.78,1911.86,1887.86,1889.94,4931
2024-01-01 01:30:00,1889.94,1911.58,1886.25,1907.89,4418
2024-01-01 01:35:00,1907.89,1921.22,1905.81,1919.14,4831
2024-01-01 01:40:00,1919.14,1932.81,1913.83,1927.5,3734
2024-01-01 01:45:00,1927.5,1946.2,1925.35,1944.05,1915
2024-01-01 01:50:00,1944.05,1972.19,1936.58,1964.72,2654
2024-01-01 01:55:00,1964.72,1974.51,1947.4,1957.19,1465
2024-01-01 02:00:00,1957.19,1960.66,1942.73,1946.21,3201
2024-01-01 02:05:00,1946.21,1950.32,1931.67,1935.78,3067
2024-01-01 02:10:00,1935.78,1936.4,1935.71,1936.33,1294
2024-01-01 02:15:00,1936.33,1948.13,1919.61,1931.41,2428
2024-01-01 02:20:00,1931.41,1940.12,1902.99,1911.7,4501
2024-01-01 02:25:00,1911.7,1935.05,1905.35,1928.7,1518
2024-01-01 02:30:00,1928.7,1953.87,1921.13,1946.3,1059
2024-01-01 02:35:00,1946.3,1954.7,1895.74,1904.13,2838
2024-01-01 02:40:00,1904.13,1922.31,1898.9,1917.08,3987
2024-01-01 02:45:00,1917.08,1933.54,1916.08,1932.54,3845
2024-01-01 02:50:00,1932.54,1938.76,1920.86,1927.07,4736
2024-01-01 02:55:00,1927.07,1947.65,1923.9,1944.48,2288
2024-01-01 03:00:00,1944.48,1951.52,1931.64,1938.68,4123
2024-01-01 03:05:00,1938.68,1939.96,1931.06,1932.35,1836
2024-01-01 03:10:00,1932.35,1960.55,1926.66,1954.86,3316
2024-01-01 03:15:00,1954.86,1965.66,1902.86,1913.65,4938
2024-01-01 03:20:00,1913.65,1935.63,1909.02,1931.0,1921
2024-01-01 03:25:00,1931.0,1932.4,1923.36,1924.76,1860
2024-01-01 03:30:00,1924.76,1926.44,1919.95,1921.63,3213
2024-01-01 03:35:00,1921.63,1933.92,1907.51,1919.81,4611
2024-01-01 03:40:00,1919.81,1932.99,1913.95,1927.14,1588
2024-01-01 03:45:00,1927.14,1935.37,1904.3,1912.53,1807
2024-01-01 03:50:00,1912.53,1922.59,1883.88,1893.94,4696
2024-01-01 03:55:00,1893.94,1912.91,1892.15,1911.12,2182
2024-01-01 04:00:00,1911.12,1930.29,1901.24,1920.41,2984
2024-01-01 04:05:00,1920.41,1936.43,1917.6,1933.63,2964
2024-01-01 04:10:00,1933.63,1940.85,1930.17,1937.39,4874
2024-01-01 04:15:00,1937.39,1939.91,1913.98,1916.5,2485
2024-01-01 04:20:00,1916.5,1936.44,1908.3,1928.24,4069
2024-01-01 04:25:00,1928.24,1956.93,1927.95,1956.64,3263
2024-01-01 04:30:00,1956.64,1958.33,1946.52,1948.21,4957
2024-01-01 04:35:00,1948.21,1957.33,1925.19,1934.32,2874
2024-01-01 04:40:00,1934.32,1936.68,1922.02,1924.38,2402
2024-01-01 04:45:00,1924.38,1941.15,1919.62,1936.4,4418
2024-01-01 04:50:00,1936.4,1937.32,1931.94,1932.86,1629
2024-01-01 04:55:00,1932.86,1935.3,1927.87,1930.31,2261
2024-01-01 05:00:00,1930.31,1944.47,1908.38,1922.54,1227
2024-01-01 05:05:00,1922.54,1929.68,1919.73,1926.87,3092
2024-01-01 05:10:00,1926.87,1930.49,1901.85,1905.47,4712
2024-01-01 05:15:00,1905.47,1918.37,1880.62,1893.51,2316
2024-01-01 05:20:00,1893.51,1902.05,1888.14,1896.67,3564
2024-01-01 05:25:00,1896.67,1903.83,1895.75,1902.91,1868
2024-01-01 05:30:00,1902.91,1923.7,1899.08,1919.88,3537
2024-01-01 05:35:00,1919.88,1941.64,1919.79,1941.55,1298
2024-01-01 05:40:00,1941.55,1945.86,1939.66,1943.98,1065
2024-01-01 05:45:00,1943.98,1944.46,1914.08,1914.56,4270
2024-01-01 05:50:00,1914.56,1914.79,1910.04,1910.27,1772
2024-01-01 05:55:00,1910.27,1916.32,1904.16,1910.21,4166
2024-01-01 06:00:00,1910.21,1925.83,1903.01,1918.62,1208
2024-01-01 06:05:00,1918.62,1922.09,1912.98,1916.44,4772
2024-01-01 06:10:00,1916.44,1921.37,1891.52,1896.45,1312
2024-01-01 06:15:00,1896.45,1913.66,1891.69,1908.9,2386
2024-01-01 06:20:00,1908.9,1919.96,1896.16,1907.23,3518
2024-01-01 06:25:00,1907.23,1931.33,1895.87,1919.97,1752
2024-01-01 06:30:00,1919.97,1939.61,1915.58,1935.23,3994
2024-01-01 06:35:00,1935.23,1941.44,1914.6,1920.82,2888
2024-01-01 06:40:00,1920.82,1962.55,1898.99,1940.71,1111
2024-01-01 06:45:00,1940.71,1956.86,1920.78,1936.93,2455
2024-01-01 06:50:00,1936.93,1944.75,1933.9,1941.72,1767
2024-01-01 06:55:00,1941.72,1955.79,1936.58,1950.66,1044
2024-01-01 07:00:00,1950.66,1964.17,1934.4,1947.91,3115
2024-01-01 07:05:00,1947.91,1956.21,1919.07,1927.37,2598
2024-01-01 07:10:00,1927.37,1970.26,1918.37,1961.26,1057
2024-01-01 07:15:00,1961.26,1966.52,1959.31,1964.57,1579
2024-01-01 07:20:00,1964.57,1973.43,1940.9,1949.77,3027
2024-01-01 07:25:00,1949.77,1957.2,1948.68,1956.11,3265
2024-01-01 07:30:00,1956.11,1980.46,1943.75,1968.1,4522
2024-01-01 07:35:00,1968.1,1997.35,1946.07,1975.33,2010
2024-01-01 07:40:00,1975.33,1982.57,1965.05,1972.29,3862
2024-01-01 07:45:00,1972.29,1991.57,1966.76,1986.04,1010
2024-01-01 07:50:00,1986.04,1989.65,1982.17,1985.78,3778
2024-01-01 07:55:00,1985.78,2037.5,1972.2,2023.92,1385
2024-01-01 08:00:00,2023.92,2033.71,2022.68,2032.48,3213
2024-01-01 08:05:00,2032.48,2035.88,2024.75,2028.16,1577
2024-01-01 08:10:00,2028.16,2071.05,2012.64,2055.54,1868
2024-01-01 08:15:00,2055.54,2069.83,2051.13,2065.42,3859
2024-01-01 08:20:00,2065.42,2079.91,2063.95,2078.44,3956
2024-01-01 08:25:00,2078.44,2090.04,2076.82,2088.43,4710
2024-01-01 08:30:00,2088.43,2096.44,2088.13,2096.14,4262
2024-01-01 08:35:00,2096.14,2109.78,2077.46,2091.1,4525
2024-01-01 08:40:00,2091.1,2116.15,2082.19,2107.24,2714
2024-01-01 08:45:00,2107.24,2109.61,2096.33,2098.7,3776
2024-01-01 08:50:00,2098.7,2118.92,2098.14,2118.36,2607
2024-01-01 08:55:00,2118.36,2125.3,2106.42,2113.37,3826
2024-01-01 09:00:00,2113.37,2136.54,2104.87,2128.04,1046
2024-01-01 09:05:00,2128.04,2144.52,2102.62,2119.09,3127
2024-01-01 09:10:00,2119.09,2124.74,2093.17,2098.82,2873
2024-01-01 09:15:00,2098.82,2100.39,2094.44,2096.0,1878
2024-01-01 09:20:00,2096.0,2097.05,2083.46,2084.51,2074
2024-01-01 09:25:00,2084.51,2086.47,2067.3,2069.26,4728
2024-01-01 09:30:00,2069.26,2097.58,2067.87,2096.18,2891
2024-01-01 09:35:00,2096.18,2106.44,2068.91,2079.16,2496
2024-01-01 09:40:00,2079.16,2093.32,2065.93,2080.09,1529
2024-01-01 09:45:00,2080.09,2104.18,2065.18,2089.27,2832
2024-01-01 09:50:00,2089.27,2115.02,2086.19,2111.94,3586
2024-01-01 09:55:00,2111.94,2126.35,2057.57,2071.98,4205
